date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
26-04-2025,Jharkhand,Dhanbad,1,PM10,170,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Bihar,Muzaffarpur,3,"PM2.5,O3",148,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Odisha,Nayagarh,1,PM10,166,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Maharashtra,Akola,1,PM10,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Uttar Pradesh,NOIDA,3,"PM10,O3",181,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Andhra Pradesh,Tirupati,1,PM2.5,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Rajasthan,Bhilwara,1,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Tamil Nadu,Salem,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Rajasthan,Alwar,1,PM2.5,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Tripura,Agartala,1,PM10,24,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Bihar,Katihar,1,PM2.5,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Andaman and Nicobar Islands,Sri Vijaya Puram,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2025,Tamil Nadu,Gummidipoondi,1,PM10,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Mumbai,19,"PM10,SO2",68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Barmer,1,PM10,153,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Telangana,Hyderabad,13,"PM2.5,PM10",80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Uttar Pradesh,Baghpat,1,PM10,289,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Karauli,1,O3,95,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Nagaur,1,PM10,125,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Delhi,Delhi,35,PM10,258,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Punjab,Khanna,1,PM2.5,125,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Churu,1,PM10,129,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Madhya Pradesh,Bhopal,3,"PM10,O3",129,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Mahad,1,PM10,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Assam,Silchar,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Madhya Pradesh,Indore,6,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Ulhasnagar,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Tamil Nadu,Chennai,7,"PM2.5,PM10,CO",57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Nanded,1,PM10,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Nashik,4,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Karnataka,Davanagere,1,PM2.5,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Manipur,Imphal,1,SO2,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Assam,Guwahati,4,PM10,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Karnataka,Bengaluru,13,PM10,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,West Bengal,Barrackpore,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Madhya Pradesh,Katni,1,PM10,163,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Uttar Pradesh,Agra,6,"PM2.5,PM10",125,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Sri Ganganagar,1,PM10,198,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Karnataka,Hubballi,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Odisha,Balasore,1,PM10,103,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Bihar,Gaya,3,"PM2.5,PM10",115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Himachal Pradesh,Baddi,1,O3,148,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Gujarat,Gandhi Nagar,3,"PM2.5,PM10",101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Malegaon,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Karnataka,Koppal,1,CO,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Bihar,Manguraha,1,PM10,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Uttar Pradesh,Prayagraj,3,PM10,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Uttar Pradesh,Firozabad,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Uttarakhand,Rishikesh,1,O3,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Chhattisgarh,Chhal,1,PM10,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,West Bengal,Haldia,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Tamil Nadu,Dindigul,1,PM10,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Punjab,Ludhiana,1,PM2.5,127,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Odisha,Bhubaneswar,2,"PM10,CO",54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Rajsamand,1,O3,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Tamil Nadu,Virudhunagar,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Pali,1,PM10,162,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Andhra Pradesh,Tirumala,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Kalyan,2,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Mira Bhayandar,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,West Bengal,Asansol,4,"PM2.5,PM10",116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Jhunjhunu,1,PM10,132,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Pune,10,"O3,PM2.5,PM10",104,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Assam,Nalbari,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Madhya Pradesh,Mandideep,1,PM10,137,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Bihar,Sasaram,1,PM2.5,159,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Madhya Pradesh,Ujjain,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Bihar,Araria,1,PM10,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Madhya Pradesh,Gwalior,3,"O3,PM2.5,PM10",126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Odisha,Suakati,1,PM10,133,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Karnataka,Shivamogga,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Odisha,Byasanagar,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Bhiwandi,1,PM10,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Bihar,Bettiah,1,PM10,127,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Navi Mumbai,5,"PM2.5,PM10",94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Kolhapur,2,PM2.5,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Bhilwara,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Sikar,1,PM10,117,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Karnataka,Dharwad,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Tamil Nadu,Thoothukudi,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Nagpur,4,"PM2.5,PM10",147,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Bhiwadi,2,"PM2.5,O3",219,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Dungarpur,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Chhattisgarh,Milupara,1,PM10,139,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Punjab,Mandi Gobindgarh,1,PM2.5,161,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Chittorgarh,1,O3,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Odisha,Keonjhar,1,PM10,146,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Tamil Nadu,Palkalaiperur,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Karnataka,Gadag,1,CO,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Andaman and Nicobar Islands,Sri Vijaya Puram,1,NO2,25,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Rajasthan,Bharatpur,1,PM10,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Bihar,Patna,6,"PM2.5,PM10",198,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Madhya Pradesh,Ratlam,1,PM10,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Bihar,Arrah,1,PM10,110,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Kerala,Eloor,1,CO,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Andhra Pradesh,Visakhapatnam,1,PM10,114,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Bihar,Saharsa,1,PM10,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Tamil Nadu,Tiruppur,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Uttar Pradesh,Hapur,1,PM10,160,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Haryana,Panchgaon,1,PM2.5,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Meghalaya,Shillong,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Madhya Pradesh,Damoh,1,PM2.5,168,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Punjab,Bathinda,1,PM10,200,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Assam,Sivasagar,1,PM10,33,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Tamil Nadu,Pudukottai,1,PM10,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Kerala,Thiruvananthapuram,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Maharashtra,Chandrapur,1,O3,163,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Haryana,Gurugram,1,PM2.5,135,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2025,Odisha,Rourkela,2,"PM2.5,PM10",200,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
